Date,OrderID,Product,Category,Region,Quantity,UnitPrice,Revenue,Cost,Profit,Discount,CustomerID,CustomerSegment
2024-03-27,ORD-14103,Leather Wallet,Accessories,Asia Pacific,7,42.58,298.06,116.41,181.65,0.0,CUST-2785,Enterprise
2024-03-27,ORD-14929,Sunglasses,Accessories,Latin America,6,53.84,323.04,113.22,209.82,0.0,CUST-1093,Enterprise
2024-03-27,ORD-20850,USB-C Hub,Electronics,North America,4,52.57,210.28,75.36,134.92,0.0,CUST-3406,SMB
2024-03-27,ORD-18286,Travel Mug,Accessories,Europe,3,19.84,59.52,17.94,41.58,10.0,CUST-4537,Consumer
2024-03-27,ORD-21004,Phone Case Premium,Accessories,Europe,2,25.68,51.36,13.8,37.56,0.0,CUST-2208,Enterprise
2024-03-27,ORD-12914,Premium Jacket,Clothing,Europe,2,179.24,358.48,150.1,208.38,20.0,CUST-2961,Consumer
2024-03-27,ORD-14805,4K Monitor,Electronics,Asia Pacific,2,377.56,755.12,581.92,173.2,0.0,CUST-3527,SMB
2024-03-27,ORD-15910,Air Purifier,Home & Office,Asia Pacific,2,168.5,337.0,191.12,145.88,0.0,CUST-4107,SMB
2024-03-27,ORD-15365,Design Suite License,Software & Services,Europe,1,338.99,338.99,44.47,294.52,0.0,CUST-4575,Consumer
2024-03-27,ORD-20732,VPN Annual Sub,Software & Services,Latin America,2,70.94,141.88,19.64,122.24,0.0,CUST-1024,Enterprise
2024-03-27,ORD-16521,4K Monitor,Electronics,Europe,2,502.0,1004.0,555.76,448.24,25.0,CUST-3827,Enterprise
2024-03-27,ORD-11295,Denim Jeans,Clothing,North America,2,65.19,130.38,46.52,83.86,15.0,CUST-3544,SMB
2024-03-27,ORD-18912,Smart Watch Ultra,Electronics,Middle East,2,395.72,791.44,401.04,390.4,0.0,CUST-1193,Enterprise
2024-03-27,ORD-18571,Leather Wallet,Accessories,North America,6,47.19,283.14,91.68,191.46,0.0,CUST-4286,Consumer
2024-03-27,ORD-15882,Laptop Pro X1,Electronics,Latin America,2,730.78,1461.56,1258.4,203.16,0.0,CUST-4227,Government
2024-03-28,ORD-21778,Smart Watch Ultra,Electronics,North America,1,335.83,335.83,204.33,131.5,0.0,CUST-4622,Enterprise
2024-03-28,ORD-18244,Project Mgmt Tool,Software & Services,North America,1,154.37,154.37,22.21,132.16,15.0,CUST-3109,Enterprise
2024-03-28,ORD-21323,Air Purifier,Home & Office,Europe,2,208.96,417.92,182.12,235.8,0.0,CUST-2286,SMB
2024-03-28,ORD-16059,Casual T-Shirt,Clothing,North America,4,32.51,130.04,35.36,94.68,0.0,CUST-1574,Enterprise
2024-03-28,ORD-11544,Premium Jacket,Clothing,Europe,3,228.37,685.11,207.09,478.02,15.0,CUST-2272,SMB
2024-03-28,ORD-18528,Gaming Mouse,Electronics,North America,1,62.61,62.61,27.5,35.11,20.0,CUST-3378,Consumer
2024-03-28,ORD-11509,Phone Case Premium,Accessories,North America,1,25.79,25.79,7.15,18.64,0.0,CUST-4505,Consumer
2024-03-28,ORD-18637,Cloud Storage Plan,Software & Services,Europe,1,115.72,115.72,14.33,101.39,0.0,CUST-1345,Consumer
2024-03-29,ORD-20107,Project Mgmt Tool,Software & Services,North America,1,169.33,169.33,20.92,148.41,0.0,CUST-3318,SMB
2024-03-29,ORD-18475,Ergonomic Chair,Home & Office,Europe,1,478.85,478.85,213.26,265.59,0.0,CUST-2086,Consumer
2024-03-29,ORD-17454,Gaming Mouse,Electronics,Europe,3,64.94,194.82,86.01,108.81,0.0,CUST-1318,SMB
2024-03-29,ORD-10790,Winter Hoodie,Clothing,Europe,2,59.85,119.7,40.0,79.7,0.0,CUST-2500,SMB
2024-03-29,ORD-16944,Backpack Elite,Accessories,Europe,12,109.51,1314.12,412.2,901.92,10.0,CUST-1928,Enterprise
2024-03-29,ORD-15537,Standing Desk,Home & Office,Europe,2,589.99,1179.98,664.32,515.66,0.0,CUST-4623,SMB
2024-03-29,ORD-18508,Gaming Mouse,Electronics,North America,1,68.32,68.32,27.95,40.37,0.0,CUST-2595,SMB
2024-03-30,ORD-21292,Phone Case Premium,Accessories,Asia Pacific,3,21.56,64.68,21.78,42.9,0.0,CUST-3671,Enterprise
2024-03-30,ORD-21058,Leather Wallet,Accessories,Latin America,7,40.13,280.91,107.52,173.39,0.0,CUST-3317,Enterprise
2024-03-30,ORD-11533,Winter Hoodie,Clothing,Europe,1,65.77,65.77,20.21,45.56,5.0,CUST-3579,Enterprise
2024-03-30,ORD-17724,Backpack Elite,Accessories,North America,3,99.22,297.66,105.81,191.85,0.0,CUST-3569,Government
2024-03-30,ORD-18048,Standing Desk,Home & Office,Europe,1,602.11,602.11,333.01,269.1,0.0,CUST-3158,Government
2024-03-30,ORD-21686,Casual T-Shirt,Clothing,Latin America,9,24.38,219.42,81.54,137.88,0.0,CUST-2225,Consumer
2024-03-30,ORD-14097,Gaming Mouse,Electronics,North America,1,71.23,71.23,29.22,42.01,25.0,CUST-3418,SMB
2024-03-30,ORD-18469,LED Desk Lamp,Home & Office,Middle East,8,52.65,421.2,125.68,295.52,0.0,CUST-3299,SMB
2024-03-30,ORD-15136,Air Purifier,Home & Office,Europe,3,212.4,637.2,283.35,353.85,25.0,CUST-3324,SMB
2024-03-30,ORD-16495,Standing Desk,Home & Office,North America,1,572.31,572.31,331.84,240.47,0.0,CUST-2519,Consumer
2024-03-30,ORD-20678,Phone Case Premium,Accessories,Asia Pacific,14,21.23,297.22,93.8,203.42,0.0,CUST-3138,Government
2024-03-30,ORD-10278,Running Shoes,Clothing,Latin America,6,107.46,644.76,291.9,352.86,10.0,CUST-4384,SMB
2024-03-30,ORD-13566,Air Purifier,Home & Office,Europe,5,206.31,1031.55,460.8,570.75,10.0,CUST-4482,Consumer
2024-03-30,ORD-18981,Air Purifier,Home & Office,North America,3,189.12,567.36,289.35,278.01,0.0,CUST-1283,SMB
2024-03-30,ORD-17850,Denim Jeans,Clothing,North America,1,62.68,62.68,23.66,39.02,0.0,CUST-1461,Enterprise
2024-03-30,ORD-20368,Winter Hoodie,Clothing,North America,6,61.53,369.18,131.28,237.9,0.0,CUST-4276,Consumer
2024-03-30,ORD-16437,Standing Desk,Home & Office,Asia Pacific,2,503.98,1007.96,653.44,354.52,0.0,CUST-2858,Enterprise
2024-03-31,ORD-17526,Sunglasses,Accessories,Europe,4,68.99,275.96,70.12,205.84,0.0,CUST-2364,Government
2024-03-31,ORD-15148,Coffee Maker Pro,Home & Office,Europe,4,159.88,639.52,267.08,372.44,0.0,CUST-2280,Consumer
2024-03-31,ORD-17252,Ergonomic Chair,Home & Office,Europe,1,382.01,382.01,209.37,172.64,0.0,CUST-1818,SMB
2024-03-31,ORD-10603,Smart Watch Ultra,Electronics,Middle East,1,364.31,364.31,189.13,175.18,0.0,CUST-3058,Enterprise
2024-03-31,ORD-17598,4K Monitor,Electronics,Asia Pacific,2,400.58,801.16,604.52,196.64,0.0,CUST-3571,Government
2024-03-31,ORD-11859,Gaming Mouse,Electronics,North America,2,65.0,130.0,58.18,71.82,25.0,CUST-1970,Enterprise
2024-04-01,ORD-16546,Premium Jacket,Clothing,Latin America,4,177.88,711.52,274.72,436.8,0.0,CUST-3864,Consumer
2024-04-01,ORD-16527,Travel Mug,Accessories,Asia Pacific,6,17.55,105.3,35.34,69.96,0.0,CUST-3604,Consumer
2024-04-01,ORD-19259,Sports Shorts,Clothing,North America,2,34.29,68.58,23.28,45.3,0.0,CUST-1384,Enterprise
2024-04-01,ORD-12813,Ergonomic Chair,Home & Office,Latin America,1,327.67,327.67,216.34,111.33,0.0,CUST-1908,Consumer
2024-04-01,ORD-19406,Design Suite License,Software & Services,North America,1,344.41,344.41,45.28,299.13,0.0,CUST-1874,Consumer
2024-04-01,ORD-13277,Cloud Storage Plan,Software & Services,Asia Pacific,2,95.91,191.82,28.72,163.1,15.0,CUST-4169,Government
2024-04-01,ORD-20792,Phone Case Premium,Accessories,North America,4,24.31,97.24,29.4,67.84,0.0,CUST-4860,Consumer
2024-04-01,ORD-11280,Wireless Earbuds,Electronics,Asia Pacific,5,73.03,365.15,161.85,203.3,10.0,CUST-2452,Government
2024-04-01,ORD-21994,Casual T-Shirt,Clothing,Latin America,4,24.28,97.12,37.64,59.48,0.0,CUST-2325,SMB
2024-04-01,ORD-20904,Denim Jeans,Clothing,Europe,1,81.69,81.69,24.93,56.76,0.0,CUST-4977,SMB
2024-04-01,ORD-18657,Phone Case Premium,Accessories,Asia Pacific,6,23.36,140.16,40.5,99.66,0.0,CUST-1561,Consumer
2024-04-01,ORD-12765,Mechanical Keyboard,Electronics,North America,1,135.37,135.37,57.41,77.96,0.0,CUST-1091,Consumer
2024-04-01,ORD-18309,Ergonomic Chair,Home & Office,Middle East,2,427.95,855.9,420.48,435.42,0.0,CUST-4943,SMB
2024-04-01,ORD-17995,VPN Annual Sub,Software & Services,Europe,4,98.6,394.4,40.56,353.84,0.0,CUST-3323,Government
2024-04-01,ORD-13089,Gaming Mouse,Electronics,Europe,1,83.92,83.92,27.01,56.91,0.0,CUST-2030,Government
2024-04-01,ORD-13000,Bookshelf Organizer,Home & Office,Europe,5,104.84,524.2,194.75,329.45,0.0,CUST-2965,Government
2024-04-02,ORD-16895,Wireless Earbuds,Electronics,North America,5,85.19,425.95,154.95,271.0,0.0,CUST-2729,Enterprise
2024-04-02,ORD-17131,Smart Watch Ultra,Electronics,Asia Pacific,1,309.44,309.44,198.49,110.95,10.0,CUST-2168,Consumer
2024-04-02,ORD-21922,LED Desk Lamp,Home & Office,North America,2,42.99,85.98,28.94,57.04,0.0,CUST-1494,Consumer
2024-04-02,ORD-15897,Standing Desk,Home & Office,Europe,2,605.9,1211.8,659.76,552.04,0.0,CUST-1212,Consumer
2024-04-02,ORD-14478,Portable SSD 1TB,Electronics,North America,1,109.11,109.11,54.81,54.3,0.0,CUST-1275,Consumer
2024-04-02,ORD-19858,Phone Case Premium,Accessories,Middle East,4,25.61,102.44,27.4,75.04,0.0,CUST-2141,Enterprise
2024-04-02,ORD-12692,LED Desk Lamp,Home & Office,North America,5,43.95,219.75,78.5,141.25,0.0,CUST-4397,SMB
2024-04-02,ORD-17236,Portable SSD 1TB,Electronics,North America,3,95.0,285.0,164.1,120.9,5.0,CUST-1003,SMB
2024-04-02,ORD-13021,Denim Jeans,Clothing,Europe,1,75.74,75.74,24.39,51.35,0.0,CUST-4963,SMB
2024-04-02,ORD-19132,USB-C Hub,Electronics,Europe,3,52.1,156.3,54.96,101.34,20.0,CUST-3776,Enterprise
2024-04-02,ORD-15640,Mechanical Keyboard,Electronics,North America,1,122.04,122.04,58.63,63.41,0.0,CUST-4410,Consumer
2024-04-02,ORD-21255,Coffee Maker Pro,Home & Office,Europe,1,148.66,148.66,64.6,84.06,0.0,CUST-1314,Enterprise
2024-04-02,ORD-20033,Gaming Mouse,Electronics,North America,3,61.65,184.95,79.98,104.97,0.0,CUST-2581,SMB
2024-04-02,ORD-17274,Mechanical Keyboard,Electronics,North America,4,127.79,511.16,225.88,285.28,25.0,CUST-4190,Enterprise
2024-04-02,ORD-16015,4K Monitor,Electronics,Europe,1,453.82,453.82,276.0,177.82,0.0,CUST-4418,Enterprise
2024-04-02,ORD-19110,Cloud Storage Plan,Software & Services,North America,1,102.42,102.42,14.4,88.02,0.0,CUST-3968,Consumer
2024-04-02,ORD-20114,USB-C Hub,Electronics,North America,7,48.53,339.71,123.76,215.95,0.0,CUST-2790,Consumer
2024-04-02,ORD-18763,Premium Jacket,Clothing,North America,1,179.19,179.19,74.09,105.1,0.0,CUST-2938,SMB
2024-04-02,ORD-16996,Casual T-Shirt,Clothing,North America,9,29.76,267.84,82.53,185.31,0.0,CUST-1856,SMB
2024-04-03,ORD-17322,Casual T-Shirt,Clothing,North America,1,27.76,27.76,9.18,18.58,0.0,CUST-2020,SMB
2024-04-03,ORD-21010,Sports Shorts,Clothing,Asia Pacific,4,27.85,111.4,46.32,65.08,25.0,CUST-4859,SMB
2024-04-03,ORD-14034,4K Monitor,Electronics,North America,1,443.56,443.56,279.84,163.72,0.0,CUST-1622,Consumer
2024-04-03,ORD-11717,Mechanical Keyboard,Electronics,Asia Pacific,2,104.38,208.76,112.64,96.12,15.0,CUST-1112,SMB
2024-04-03,ORD-12896,Travel Mug,Accessories,Asia Pacific,10,15.56,155.6,59.8,95.8,0.0,CUST-3020,Consumer
2024-04-03,ORD-20085,Denim Jeans,Clothing,Asia Pacific,4,67.81,271.24,100.68,170.56,0.0,CUST-3209,Consumer
2024-04-03,ORD-20772,Mechanical Keyboard,Electronics,North America,1,112.93,112.93,59.92,53.01,0.0,CUST-1473,Consumer
2024-04-03,ORD-18850,Smart Watch Ultra,Electronics,North America,3,298.69,896.07,574.5,321.57,0.0,CUST-2078,Enterprise
2024-04-03,ORD-19775,Project Mgmt Tool,Software & Services,North America,3,151.27,453.81,66.54,387.27,0.0,CUST-4337,SMB
2024-04-03,ORD-16359,Running Shoes,Clothing,North America,1,136.34,136.34,50.16,86.18,0.0,CUST-2894,Enterprise
2024-04-04,ORD-17445,Ergonomic Chair,Home & Office,Latin America,1,355.96,355.96,202.14,153.82,0.0,CUST-4099,Enterprise
2024-04-04,ORD-17482,Bookshelf Organizer,Home & Office,North America,1,86.75,86.75,39.16,47.59,0.0,CUST-2421,Consumer
2024-04-04,ORD-18859,Smart Watch Ultra,Electronics,Asia Pacific,1,306.01,306.01,188.72,117.29,0.0,CUST-2766,Consumer
2024-04-04,ORD-17558,Smart Watch Ultra,Electronics,Latin America,1,247.91,247.91,187.87,60.04,0.0,CUST-1390,Consumer
2024-04-04,ORD-16674,Coffee Maker Pro,Home & Office,North America,2,157.85,315.7,131.88,183.82,5.0,CUST-4916,Enterprise
2024-04-04,ORD-17457,Portable SSD 1TB,Electronics,Asia Pacific,2,95.2,190.4,108.12,82.28,20.0,CUST-4698,Consumer
2024-04-04,ORD-12037,VPN Annual Sub,Software & Services,North America,1,82.32,82.32,10.18,72.14,20.0,CUST-2305,Government
2024-04-04,ORD-16555,Bookshelf Organizer,Home & Office,Europe,3,102.2,306.6,109.29,197.31,0.0,CUST-3132,Consumer
2024-04-04,ORD-14168,Bookshelf Organizer,Home & Office,Europe,1,102.49,102.49,39.39,63.1,5.0,CUST-2384,Consumer
2024-04-04,ORD-10113,LED Desk Lamp,Home & Office,North America,2,46.98,93.96,30.0,63.96,0.0,CUST-1769,SMB
2024-04-04,ORD-21214,Mechanical Keyboard,Electronics,North America,4,131.37,525.48,226.6,298.88,10.0,CUST-4830,SMB
2024-04-05,ORD-10804,Mechanical Keyboard,Electronics,Europe,5,140.1,700.5,283.6,416.9,0.0,CUST-4138,SMB
2024-04-05,ORD-11591,Standing Desk,Home & Office,Asia Pacific,3,515.59,1546.77,943.47,603.3,0.0,CUST-2628,SMB
2024-04-05,ORD-19625,Gaming Mouse,Electronics,Europe,4,82.58,330.32,111.92,218.4,0.0,CUST-2735,SMB
2024-04-05,ORD-21403,Ergonomic Chair,Home & Office,North America,1,370.64,370.64,204.55,166.09,0.0,CUST-3024,Enterprise
2024-04-05,ORD-19088,Winter Hoodie,Clothing,Latin America,2,47.07,94.14,40.34,53.8,5.0,CUST-4201,SMB
2024-04-05,ORD-16819,LED Desk Lamp,Home & Office,Latin America,6,35.05,210.3,90.06,120.24,0.0,CUST-1276,Consumer
2024-04-05,ORD-10451,4K Monitor,Electronics,North America,1,415.59,415.59,277.95,137.64,0.0,CUST-4845,Consumer
2024-04-05,ORD-21876,Sports Shorts,Clothing,North America,5,37.55,187.75,60.7,127.05,0.0,CUST-2341,Enterprise
2024-04-05,ORD-17475,Phone Case Premium,Accessories,North America,1,23.62,23.62,7.23,16.39,10.0,CUST-1988,Consumer
2024-04-05,ORD-18720,Sports Shorts,Clothing,Middle East,17,38.28,650.76,198.22,452.54,0.0,CUST-2415,Enterprise
2024-04-05,ORD-11878,Travel Mug,Accessories,Europe,2,19.62,39.24,12.32,26.92,25.0,CUST-4290,Enterprise
2024-04-05,ORD-12199,Coffee Maker Pro,Home & Office,North America,1,146.84,146.84,64.34,82.5,5.0,CUST-4322,Government
2024-04-05,ORD-20084,Coffee Maker Pro,Home & Office,Asia Pacific,2,128.43,256.86,134.4,122.46,0.0,CUST-3887,Consumer
2024-04-05,ORD-17405,Mechanical Keyboard,Electronics,Asia Pacific,2,113.9,227.8,115.34,112.46,0.0,CUST-3487,Government
2024-04-06,ORD-15814,Portable SSD 1TB,Electronics,Europe,3,133.91,401.73,159.39,242.34,0.0,CUST-1821,Consumer
2024-04-06,ORD-11557,4K Monitor,Electronics,North America,2,507.36,1014.72,582.26,432.46,0.0,CUST-2429,Consumer
2024-04-06,ORD-18435,Air Purifier,Home & Office,North America,1,204.78,204.78,94.84,109.94,0.0,CUST-3464,Consumer
2024-04-06,ORD-17555,Running Shoes,Clothing,Asia Pacific,3,127.64,382.92,143.1,239.82,0.0,CUST-2885,SMB
2024-04-06,ORD-15457,Coffee Maker Pro,Home & Office,Asia Pacific,5,131.86,659.3,324.9,334.4,0.0,CUST-1852,SMB
2024-04-06,ORD-11571,Travel Mug,Accessories,North America,4,20.41,81.64,24.92,56.72,0.0,CUST-1402,SMB
2024-04-06,ORD-18345,Laptop Pro X1,Electronics,Latin America,2,724.43,1448.86,1258.24,190.62,0.0,CUST-3134,SMB
2024-04-06,ORD-12520,Leather Wallet,Accessories,Europe,11,60.56,666.16,167.42,498.74,0.0,CUST-3275,Consumer
2024-04-06,ORD-10855,Portable SSD 1TB,Electronics,North America,4,126.36,505.44,216.24,289.2,0.0,CUST-2673,Government
2024-04-06,ORD-13558,Winter Hoodie,Clothing,Europe,1,59.26,59.26,20.15,39.11,0.0,CUST-1013,Consumer
2024-04-06,ORD-17048,Travel Mug,Accessories,Asia Pacific,1,17.86,17.86,6.29,11.57,5.0,CUST-1096,Consumer
2024-04-06,ORD-17398,Standing Desk,Home & Office,Asia Pacific,1,490.57,490.57,334.62,155.95,0.0,CUST-1932,Consumer
2024-04-07,ORD-17782,Project Mgmt Tool,Software & Services,Asia Pacific,3,119.66,358.98,63.21,295.77,10.0,CUST-3686,SMB
2024-04-07,ORD-16025,Bookshelf Organizer,Home & Office,North America,1,90.0,90.0,39.79,50.21,15.0,CUST-2851,Enterprise
2024-04-07,ORD-10856,Project Mgmt Tool,Software & Services,Europe,2,152.93,305.86,44.78,261.08,0.0,CUST-3654,SMB
2024-04-07,ORD-16412,Gaming Mouse,Electronics,Asia Pacific,1,52.81,52.81,27.59,25.22,0.0,CUST-1695,Consumer
2024-04-07,ORD-11098,Wireless Earbuds,Electronics,Europe,1,88.76,88.76,30.84,57.92,0.0,CUST-3711,SMB
2024-04-07,ORD-14572,Standing Desk,Home & Office,Middle East,1,580.51,580.51,314.04,266.47,10.0,CUST-2967,SMB
2024-04-07,ORD-20761,Ergonomic Chair,Home & Office,Middle East,2,386.4,772.8,406.76,366.04,25.0,CUST-4509,Enterprise
2024-04-07,ORD-18940,LED Desk Lamp,Home & Office,Latin America,6,33.62,201.72,88.62,113.1,0.0,CUST-3080,SMB
2024-04-07,ORD-10996,Phone Case Premium,Accessories,Asia Pacific,4,23.5,94.0,29.12,64.88,0.0,CUST-2958,Consumer
2024-04-07,ORD-10122,4K Monitor,Electronics,North America,2,381.84,763.68,585.46,178.22,0.0,CUST-1542,SMB
2024-04-08,ORD-17626,Wireless Earbuds,Electronics,North America,2,78.2,156.4,62.06,94.34,0.0,CUST-1846,Enterprise
2024-04-08,ORD-13901,VPN Annual Sub,Software & Services,Europe,2,86.61,173.22,20.14,153.08,5.0,CUST-4566,Enterprise
2024-04-08,ORD-21182,Mechanical Keyboard,Electronics,North America,1,118.86,118.86,56.4,62.46,0.0,CUST-1695,Enterprise
2024-04-08,ORD-21103,Wireless Earbuds,Electronics,Latin America,4,65.99,263.96,130.44,133.52,0.0,CUST-1923,Consumer
2024-04-08,ORD-10752,Standing Desk,Home & Office,Europe,1,632.31,632.31,324.7,307.61,0.0,CUST-2600,SMB
2024-04-08,ORD-14074,Phone Case Premium,Accessories,Latin America,1,19.55,19.55,6.77,12.78,5.0,CUST-4913,Government
2024-04-08,ORD-19182,Project Mgmt Tool,Software & Services,Europe,3,141.78,425.34,63.33,362.01,20.0,CUST-3967,SMB
2024-04-08,ORD-19600,Denim Jeans,Clothing,North America,6,66.75,400.5,150.84,249.66,0.0,CUST-2844,Consumer
2024-04-08,ORD-13181,4K Monitor,Electronics,North America,1,446.82,446.82,300.44,146.38,0.0,CUST-2529,Consumer
2024-04-08,ORD-13243,Cloud Storage Plan,Software & Services,North America,2,93.81,187.62,29.24,158.38,0.0,CUST-2064,SMB
2024-04-08,ORD-11060,Sports Shorts,Clothing,Asia Pacific,1,27.65,27.65,11.98,15.67,0.0,CUST-3197,Consumer
2024-04-08,ORD-20912,4K Monitor,Electronics,Europe,5,466.25,2331.25,1409.6,921.65,0.0,CUST-1808,Consumer
2024-04-08,ORD-14950,USB-C Hub,Electronics,North America,4,44.67,178.68,68.64,110.04,0.0,CUST-4858,SMB
2024-04-08,ORD-14989,Phone Case Premium,Accessories,North America,1,28.76,28.76,7.26,21.5,0.0,CUST-3849,SMB
2024-04-08,ORD-15162,Smart Watch Ultra,Electronics,Europe,1,439.66,439.66,198.73,240.93,0.0,CUST-3448,SMB
2024-04-08,ORD-16926,LED Desk Lamp,Home & Office,Middle East,1,44.8,44.8,14.89,29.91,15.0,CUST-1227,Enterprise
2024-04-08,ORD-16400,Smart Watch Ultra,Electronics,North America,1,367.15,367.15,195.66,171.49,0.0,CUST-3759,SMB
2024-04-08,ORD-13459,Laptop Pro X1,Electronics,North America,1,912.5,912.5,606.07,306.43,5.0,CUST-1172,SMB
2024-04-08,ORD-21317,Wireless Earbuds,Electronics,Europe,3,81.55,244.65,99.9,144.75,0.0,CUST-3956,SMB
2024-04-08,ORD-10871,Phone Case Premium,Accessories,Asia Pacific,3,22.43,67.29,20.88,46.41,0.0,CUST-2090,Consumer
2024-04-09,ORD-14760,Running Shoes,Clothing,Asia Pacific,2,112.76,225.52,91.82,133.7,0.0,CUST-1523,SMB
2024-04-09,ORD-15228,Leather Wallet,Accessories,Europe,7,54.08,378.56,116.9,261.66,0.0,CUST-3035,SMB
2024-04-09,ORD-16718,Design Suite License,Software & Services,Europe,1,307.19,307.19,44.2,262.99,20.0,CUST-2331,SMB
2024-04-09,ORD-21707,Sports Shorts,Clothing,Latin America,3,31.79,95.37,36.3,59.07,0.0,CUST-2322,Consumer
2024-04-09,ORD-21228,Travel Mug,Accessories,North America,1,20.48,20.48,6.29,14.19,0.0,CUST-2624,Consumer
2024-04-09,ORD-18686,Project Mgmt Tool,Software & Services,Asia Pacific,1,127.02,127.02,21.56,105.46,0.0,CUST-4326,Consumer
2024-04-09,ORD-19569,Bookshelf Organizer,Home & Office,Middle East,7,99.13,693.91,272.86,421.05,0.0,CUST-4238,Consumer
2024-04-09,ORD-18403,Ergonomic Chair,Home & Office,Latin America,1,280.91,280.91,212.07,68.84,0.0,CUST-3961,Government
2024-04-09,ORD-14927,Cloud Storage Plan,Software & Services,North America,2,92.92,185.84,29.9,155.94,0.0,CUST-2614,SMB
2024-04-09,ORD-17975,Mechanical Keyboard,Electronics,North America,1,136.81,136.81,59.54,77.27,0.0,CUST-4031,SMB
2024-04-09,ORD-21657,Denim Jeans,Clothing,North America,1,71.47,71.47,23.55,47.92,0.0,CUST-1463,Enterprise
2024-04-09,ORD-15186,Sports Shorts,Clothing,Asia Pacific,2,29.4,58.8,23.14,35.66,0.0,CUST-1443,Enterprise
2024-04-09,ORD-15419,Leather Wallet,Accessories,Asia Pacific,11,40.95,450.45,171.6,278.85,0.0,CUST-1192,Consumer
2024-04-09,ORD-20917,Ergonomic Chair,Home & Office,Asia Pacific,1,337.92,337.92,220.28,117.64,0.0,CUST-2095,Government
2024-04-10,ORD-10240,Backpack Elite,Accessories,Europe,3,89.62,268.86,104.73,164.13,0.0,CUST-4340,Consumer
2024-04-10,ORD-20110,Casual T-Shirt,Clothing,Europe,2,32.27,64.54,17.46,47.08,20.0,CUST-1240,Consumer
2024-04-10,ORD-21339,Travel Mug,Accessories,North America,17,18.05,306.85,99.62,207.23,0.0,CUST-2910,Consumer
2024-04-10,ORD-16440,4K Monitor,Electronics,North America,1,414.63,414.63,288.27,126.36,0.0,CUST-2292,Enterprise
2024-04-10,ORD-15722,Mechanical Keyboard,Electronics,Europe,8,141.15,1129.2,461.44,667.76,0.0,CUST-3108,SMB
2024-04-10,ORD-17049,Design Suite License,Software & Services,Europe,1,276.21,276.21,43.72,232.49,0.0,CUST-3053,Government
2024-04-10,ORD-19025,Ergonomic Chair,Home & Office,North America,1,421.71,421.71,219.81,201.9,0.0,CUST-1085,SMB
2024-04-10,ORD-15236,Air Purifier,Home & Office,North America,2,182.8,365.6,197.28,168.32,0.0,CUST-3645,Enterprise
2024-04-11,ORD-16070,Portable SSD 1TB,Electronics,Asia Pacific,2,99.46,198.92,111.34,87.58,0.0,CUST-1184,Consumer
2024-04-11,ORD-15471,Air Purifier,Home & Office,Europe,3,204.0,612.0,292.11,319.89,0.0,CUST-1626,Consumer
2024-04-11,ORD-16110,Portable SSD 1TB,Electronics,Europe,2,117.89,235.78,111.52,124.26,0.0,CUST-1857,Consumer
2024-04-11,ORD-18611,Smart Watch Ultra,Electronics,North America,1,344.56,344.56,195.13,149.43,0.0,CUST-1418,Consumer
2024-04-11,ORD-14341,Portable SSD 1TB,Electronics,North America,2,114.08,228.16,109.9,118.26,0.0,CUST-4758,Consumer
2024-04-11,ORD-19657,Ergonomic Chair,Home & Office,Europe,1,414.27,414.27,217.69,196.58,0.0,CUST-4716,Consumer
2024-04-11,ORD-20151,Mechanical Keyboard,Electronics,North America,2,128.17,256.34,116.56,139.78,0.0,CUST-3801,Consumer
2024-04-11,ORD-20809,Sports Shorts,Clothing,North America,3,37.17,111.51,35.28,76.23,0.0,CUST-1466,Enterprise
2024-04-11,ORD-15979,Winter Hoodie,Clothing,Asia Pacific,4,49.06,196.24,83.4,112.84,0.0,CUST-4879,Consumer
2024-04-11,ORD-10033,Sunglasses,Accessories,Asia Pacific,2,49.75,99.5,37.46,62.04,0.0,CUST-1038,SMB
2024-04-11,ORD-15343,Laptop Pro X1,Electronics,Latin America,1,735.1,735.1,650.57,84.53,0.0,CUST-4554,SMB
2024-04-12,ORD-20577,Smart Watch Ultra,Electronics,Europe,1,377.38,377.38,186.0,191.38,0.0,CUST-1591,Enterprise
2024-04-12,ORD-13971,Bookshelf Organizer,Home & Office,North America,7,91.83,642.81,271.74,371.07,0.0,CUST-4423,Enterprise
2024-04-12,ORD-21883,Running Shoes,Clothing,Europe,1,131.26,131.26,48.49,82.77,25.0,CUST-2191,Consumer
2024-04-12,ORD-13952,Design Suite License,Software & Services,Europe,1,322.74,322.74,46.32,276.42,0.0,CUST-2450,SMB
2024-04-12,ORD-19698,Winter Hoodie,Clothing,Europe,6,64.42,386.52,128.22,258.3,0.0,CUST-3485,SMB
2024-04-12,ORD-17291,Denim Jeans,Clothing,Middle East,2,68.66,137.32,47.58,89.74,0.0,CUST-3164,Consumer
2024-04-12,ORD-12527,VPN Annual Sub,Software & Services,Europe,12,82.07,984.84,123.0,861.84,25.0,CUST-2482,Consumer
2024-04-12,ORD-17084,Coffee Maker Pro,Home & Office,North America,9,150.63,1355.67,600.03,755.64,25.0,CUST-3488,Enterprise
2024-04-12,ORD-13764,Running Shoes,Clothing,Latin America,1,103.68,103.68,47.37,56.31,0.0,CUST-4350,Consumer
2024-04-12,ORD-15290,Sunglasses,Accessories,Asia Pacific,1,46.74,46.74,17.78,28.96,15.0,CUST-1046,SMB
